Name,Designation,Company,Location,LinkedIn ID,LinkedIn URL,Source,Confidence,Evidence
Ambrose Goh,Chief Data and Information Officer slaying,Civil Service College,Singapore,ambrose-goh-a341811b,https://www.linkedin.com/in/ambrose-goh-a341811b/,ddgs,85,"Ambrose Goh - Chief Data and Information Officer slaying Jun 1, 2018 · 💻 Chief Data and Information Officer slaying digital transformation dragons by day 🐉 🗺️ Licensed SG tour guide by night — ask me about hidden gems & history! 🇸🇬 · Keen believer in the Digital-First approach and the value digital transformation can bring to an organisation! · Experience: Civil Service College · Education: Nanyang Technological University Singapore ..."
Edmond Lam,CIO - ASEAN,L'Oréal,Singapore,edmond-lam-39624b53,https://www.linkedin.com/in/edmond-lam-39624b53/,google_browser,85,"Edmond Lam - CIO - ASEAN at L'Oréal LinkedIn · Edmond Lam 140+ followers Location: Singapore · Title: CIO - ASEAN · Company: L'Oréal Edmond Lam - CIO - ASEAN at L'Oréal LinkedIn · Edmond Lam 140+ followers LinkedIn · Edmond Lam 140+ followers Singapore · CIO - ASEAN · L'Oréal CIO - ASEAN at L'Oréal · Goal-oriented, energetic and highly effective IT professional, with strong business communication skills. Nine years experience in ..."
Brendan Lee,Global CIO (IT),Dyson,Singapore,brendan-lee-3729b04,https://www.linkedin.com/in/brendan-lee-3729b04/,google_browser,85,"Brendan Lee - Global CIO LinkedIn · Brendan Lee 1.7K+ followers Location: Singapore · Title: Global CIO (IT) · Company: Dyson Brendan Lee - Global CIO LinkedIn · Brendan Lee 1.7K+ followers LinkedIn · Brendan Lee 1.7K+ followers Singapore · Global CIO (IT) · Dyson Experienced Chief Information Officer (CIO) with a demonstrated history of working with multiple clients and industries (PepsiCo, TetraPak, Adidas, IFF, ... Read more"
Wissam Nabaa,APAC CIO,TP ICAP,Singapore,wissam-nabaa,https://www.linkedin.com/in/wissam-nabaa/,google_browser,85,"Wissam Nabaa - APAC CIO, TP ICAP, Singapore LinkedIn · Wissam Nabaa 1.1K+ followers Location: Singapore, Singapore · Title: APAC CIO · Company: TP ICAP Wissam Nabaa - APAC CIO, TP ICAP, Singapore LinkedIn · Wissam Nabaa 1.1K+ followers LinkedIn · Wissam Nabaa 1.1K+ followers Singapore, Singapore · APAC CIO · TP ICAP Wissam Nabaa. APAC CIO, TP ICAP, Singapore . TP ICAP Imperial College London. Singapore, Singapore . Read more"
Thomas Tarpin-Lyonnet,APAC CIO,Edenred Singapore,Singapore,thomastarpinlyonnet,https://www.linkedin.com/in/thomastarpinlyonnet/,google_browser,85,"Thomas Tarpin-Lyonnet - APAC CIO at Edenred Singapore LinkedIn · Thomas Tarpin-Lyonnet 880+ followers Thomas Tarpin-Lyonnet - APAC CIO at Edenred Singapore LinkedIn · Thomas Tarpin-Lyonnet 880+ followers LinkedIn · Thomas Tarpin-Lyonnet 880+ followers Thomas Tarpin-Lyonnet. APAC CIO at Edenred Singapore . Edenred Singapore Ecole nationale supérieure des Mines de Saint-Etienne. Singapore, Singapore . 889 ... Read more"
Wilfred Soon,Group CIO,NHG,Singapore,wilfredsoon,https://www.linkedin.com/in/wilfredsoon/,google_browser,85,"Wilfred Soon - Group CIO @ NHG | Director LinkedIn · Wilfred Soon 450+ followers Web results Wilfred Soon - Group CIO @ NHG | Director LinkedIn · Wilfred Soon 450+ followers LinkedIn · Wilfred Soon 450+ followers Singapore, Singapore . 459 followers 397 connections. See your mutual connections. View mutual connections with Wilfred. Wilfred can introduce you to 10+ people ... Read more"
karol bonati,CIO,JAR Singapore,Singapore,karol-bonati-724295263,https://www.linkedin.com/in/karol-bonati-724295263/,google_browser,85,"karol bonati - CIO at JAR Singapore LinkedIn · karol bonati 1 follower Location: Singapore, Singapore · Title: CIO · Company: JAR Singapore karol bonati - CIO at JAR Singapore LinkedIn · karol bonati 1 follower LinkedIn · karol bonati 1 follower Singapore, Singapore · CIO · JAR Singapore karol bonati. CIO at JAR Singapore . JAR Singapore . Singapore, Singapore . 1 follower. Read more"
Sreejit Ayyappan,CIO | Digital Transformation,Allianz,Singapore,sreejit-ayyappan,https://www.linkedin.com/in/sreejit-ayyappan/,google_browser,85,Sreejit Ayyappan - CIO | Digital Transformation at Allianz Sreejit Ayyappan - CIO | Digital Transformation at Allianz ... LinkedIn · Sreejit Ayyappan 1.3K+ followers LinkedIn · Sreejit Ayyappan 1.3K+ followers Head of Technology. Allianz Insurance Singapore . Jan 2026 - Present 9 months · Chief Information Officer. Allianz Insurance Singapore . Oct 2024 - Present 2 years. Read more
Kerry Goh,"Founder, CEO & CIO",Kamet Capital,Singapore,kerry-goh-8b89195,https://www.linkedin.com/in/kerry-goh-8b89195/,google_browser,85,"Kerry Goh - Founder, CEO & CIO @ Kamet Capital LinkedIn · Kerry Goh 2.8K+ followers Kerry Goh - Founder, CEO & CIO @ Kamet Capital LinkedIn · Kerry Goh 2.8K+ followers LinkedIn · Kerry Goh 2.8K+ followers Kamet Capital Partners Nanyang Technological University Singapore . Singapore, Singapore . 3K followers 500+ connections. See your mutual connections. View mutual ... Read more"
Oliver W.,CIO,Heliconia Capital Management,Singapore,oliver-w-3585472,https://www.linkedin.com/in/oliver-w-3585472/,google_browser,85,"Oliver W. - CIO at Heliconia Capital Management LinkedIn · Oliver W. 1.4K+ followers Oliver W. - CIO at Heliconia Capital Management LinkedIn · Oliver W. 1.4K+ followers LinkedIn · Oliver W. 1.4K+ followers CIO at Heliconia Capital Management. Singapore, Singapore . 1K followers 500+ connections. See your mutual connections. View mutual connections with Oliver. Read more"
Guy Hanton,Chief Information Officer - APAC,Omnicom,Singapore,guy-hanton-7910676,https://www.linkedin.com/in/guy-hanton-7910676/,google_browser,85,"Guy Hanton - Asia Pacific at Omnicom Group LinkedIn · Guy Hanton 1.1K+ followers Location: Singapore, Singapore · Title: Chief Information Officer - APAC · Company: Omnicom Guy Hanton - Asia Pacific at Omnicom Group LinkedIn · Guy Hanton 1.1K+ followers LinkedIn · Guy Hanton 1.1K+ followers Singapore, Singapore · Chief Information Officer - APAC · Omnicom Guy Hanton."
William Soo,Regional Chief Information Officer / SVP,Marina Bay Sands,Singapore,william-soo-9a7372,https://www.linkedin.com/in/william-soo-9a7372/,ddgs,85,"William Soo - Regional Chief Information Officer / SVP Previous senior postions held with EDS, SEMA, BACS/Vocalink, Lloyds Banking Group, Travelex Group, DBS Bank and MasterCard · Experience: Marina Bay Sands · Location: Singapore · 500+ connections on LinkedIn. View William Soo’s profile on LinkedIn, a professional community of 1 billion members."
Ravi S Kannusamy,Chief Information Officer / Group Chief Information Security Officer,"University of Wolverhampton. Singapore, Singapore",Singapore,raviskannusamy,https://www.linkedin.com/in/raviskannusamy/,google_browser,85,"Ravi S Kannusamy - Group Chief Information Officer Ravi S Kannusamy - Group Chief Information Officer ... LinkedIn · Ravi S Kannusamy 1.1K+ followers LinkedIn · Ravi S Kannusamy 1.1K+ followers Ravi S Kannusamy. Group Chief Information Officer / Group Chief Information Security Officer. University of Wolverhampton. Singapore, Singapore . Read more"
David Tay,"Chief Information Officer, Asia",Lendlease,Singapore,david-tay-284a63101,https://www.linkedin.com/in/david-tay-284a63101/,ddgs,85,"David Tay - Chief Information Officer, Asia at Lendlease Chief Information Officer, Asia at Lendlease · Experience: Lendlease · Education: University of Bradford · Location: Singapore · 500+ connections on LinkedIn. View David Tay’s profile on LinkedIn, a professional community of 1 billion members."
Anna Lee,chief information officer,"Digital Realty 南洋理工大学. Singapore, Singapore . 44 followers",Singapore,anna-lee-572590106,https://www.linkedin.com/in/anna-lee-572590106/,google_browser,85,"Anna Lee - chief information officer LinkedIn · Anna Lee 30+ followers Anna Lee - chief information officer LinkedIn · Anna Lee 30+ followers LinkedIn · Anna Lee 30+ followers Anna Lee. chief information officer. Digital Realty 南洋理工大学. Singapore, Singapore . 44 followers ... Read more"
Kevin Senna,Chief Information Officer | Avia Management,Avia Management Group Asia Ltd.,Singapore,kevinsenna,https://www.linkedin.com/in/kevinsenna/,ddgs,85,"Kevin Senna - Chief Information Officer | Avia Management · Experience: Avia Management Group Asia Ltd. · Education: BINUS University · Location: Singapore · 336 connections on LinkedIn. View Kevin Senna’s profile on LinkedIn, a professional community of 1 billion members."
John Chong,Head of IT | CIO | CTO | Strategic IT Leadership,Mitsubishi Electric Asia Pte Ltd,Singapore,john-chong-08569713,https://www.linkedin.com/in/john-chong-08569713/,ddgs,85,"John Chong - Head of IT | CIO | CTO | Strategic IT Leadership · Experience: Mitsubishi Electric Asia Pte Ltd · Location: Singapore · 108 connections on LinkedIn. View John Chong’s profile on LinkedIn, a professional community of 1 billion members."
Kunihiko Kanno,Chief Information Officer,Mitsubishi Corporation RtM International Pte,Singapore,kunihiko-kanno-b6325426b,https://www.linkedin.com/in/kunihiko-kanno-b6325426b/,google_browser,85,"Kunihiko Kanno - Chief Information Officer at Mitsubishi Location: Singapore, Singapore · Title: Chief Information Officer · Company: Mitsubishi Corporation RtM International Pte."
Derek Herbert,Chief Information Officer,DP Architects,Singapore,derek-herbert-8118678,https://www.linkedin.com/in/derek-herbert-8118678/,google_browser,85,"Derek Herbert - COO / CIO / Lead, Digital Infrastructure LinkedIn · Derek Herbert 1.4K+ followers Location: Singapore · Title: Chief Information Officer · Company: DP Architects."
Khalid Nizami,CDIO| Enterprise Technology & Transformation,Unknown,Singapore,khalid-nizami-biwid120371,https://www.linkedin.com/in/khalid-nizami-biwid120371/,ddgs,85,"Khalid Nizami - CDIO| Enterprise Technology & Transformation Global Head of IT, K&S – Singapore & Global I lead K&S’s global IT vision and end‑to‑end technology strategy with a clear mandate to deliver measurable ROI through digital, cloud, cybersecurity, data, and AI modernization. I oversee a global technology ecosystem—including ERP, enterprise applications, cloud and infrastructure, digital workplace, and automation—ensuring every ... A senior technology and business executive with leadership experience across FMCG, healthcare, and agribusiness, I specialize in enterprise transformation, digital strategy, and technology modernization. I’ve led global and regional initiatives across complex, regulated industries — building and scaling operations, driving innovation, and delivering measurable results in both high-growth ... CDIO, CIO , NED, Trustee and Founder. CIO100 list :2018, 2019,"
Isabella Tan,CIO | Tech Strategist | IT Leader | Data Expert,Unknown,Singapore,isabella-tan-2ab1402a7,https://www.linkedin.com/in/isabella-tan-2ab1402a7/,google_browser,85,"Isabella Tan - CIO | Tech Strategist | IT Leader | Data Expert LinkedIn Singapore https://sg.linkedin.com › Web results Isabella Tan - CIO | Tech Strategist | IT Leader | Data Expert LinkedIn Singapore https://sg.linkedin.com › ... LinkedIn Singapore https://sg.linkedin.com › ... Nanyang Technological University Singapore . Singapore, Singapore . 107 followers 107 connections. See your mutual connections. View mutual connections with ..."
Bernard Chew,COO | CIO | Board Member | Transformation,Unknown,Singapore,bernard-chew-4a670411,https://www.linkedin.com/in/bernard-chew-4a670411/,google_browser,85,"Bernard Chew - COO | CIO | Board Member | Transformation LinkedIn · Bernard Chew 4.8K+ followers Bernard Chew - COO | CIO | Board Member | Transformation LinkedIn · Bernard Chew 4.8K+ followers LinkedIn · Bernard Chew 4.8K+ followers Singapore, Singapore . Member, Singapore Institute of Directors. Singapore Institute of Directors. Feb 2024 - Present 2 years 8 months. Chief Technology Officer ... Read more"
John Lin,CIO of Emerging Market Value and China Equities,Unknown,Singapore,john-lin-b788922,https://www.linkedin.com/in/john-lin-b788922/,google_browser,85,"John Lin - CIO of Emerging Market Value and China Equities LinkedIn · John Lin 1.8K+ followers John Lin - CIO of Emerging Market Value and China Equities LinkedIn · John Lin 1.8K+ followers LinkedIn · John Lin 1.8K+ followers Singapore, Singapore . Co-Portfolio Manager, Emerging Market Value Equity. AllianceBernstein. Jan 2021 - Aug 2025 4 years 8 months. Singapore, Singapore . Senior ... Read more"
Kenneth Lim,Ministry Chief Information Officer (MND),Unknown,Singapore,kenneth-lim-2118237,https://www.linkedin.com/in/kenneth-lim-2118237/,google_browser,85,"Kenneth Lim - Ministry Chief Information Officer (MND) LinkedIn · Kenneth Lim 14.5K+ followers Kenneth Lim - Ministry Chief Information Officer (MND) LinkedIn · Kenneth Lim 14.5K+ followers LinkedIn · Kenneth Lim 14.5K+ followers Singapore, Singapore . This is a great opportunity for me to contribute towards a positive education in schools. Maritime and Port Authority of Singapore (MPA). Read more"
Kenneth Ham,Chief Information Officer | Ex-Microsoft,Unknown,Singapore,kennetham,https://www.linkedin.com/in/kennetham/,google_browser,85,"Kenneth Ham - Chief Information Officer | Ex-Microsoft LinkedIn · Kenneth Ham 3.4K+ followers Kenneth Ham - Chief Information Officer | Ex-Microsoft LinkedIn · Kenneth Ham 3.4K+ followers LinkedIn · Kenneth Ham 3.4K+ followers Ministry of Social and Family Development, Singapore (MSF) National University of Singapore . Singapore, Singapore . 3K followers 500+ connections. See your ... Read more"
Chin Siong Lam,"Sport Technologist, CIO SportSG",Unknown,Singapore,chin-siong-lam-2456517,https://www.linkedin.com/in/chin-siong-lam-2456517/,google_browser,85,"Chin Siong Lam - Sport Technologist, CIO SportSG LinkedIn · Chin Siong Lam 830+ followers Chin Siong Lam - Sport Technologist, CIO SportSG LinkedIn · Chin Siong Lam 830+ followers LinkedIn · Chin Siong Lam 830+ followers Sport Technologist, CIO SportSG. Sport Singapore National University of Singapore . Singapore, Singapore . 836 followers 500+ connections. See your mutual ... Read more"
Ganesh Krishnan,Digital Transformation Leader / CIO,Unknown,Singapore,ganeshrkrishnan,https://www.linkedin.com/in/ganeshrkrishnan/,google_browser,85,"Ganesh Krishnan - Digital Transformation Leader / CIO Ganesh Krishnan - Digital Transformation Leader / CIO ... LinkedIn · Ganesh Krishnan 990+ followers LinkedIn · Ganesh Krishnan 990+ followers Ganesh Krishnan. Digital Transformation Leader / CIO / CTO / Land Transport. Tata Consultancy Services. Singapore, Singapore . 997 followers 500+ connections. Read more"
subramanian sitaram,Chief Information Officer (CIO) | Data,Unknown,Singapore,subramanian-sitaram-91771a14,https://www.linkedin.com/in/subramanian-sitaram-91771a14/,ddgs,85,"subramanian sitaram - Chief Information Officer (CIO) | Data Nanyang Technological University Singapore Report this profile About CIO with 18+ years of experience in IT infrastructure, cloud architecture, data centers and digital transformation across APAC, specializing in AI infrastructure, cybersecurity and enterprise technology strategy Services Training"
Jessie Jie Xia,Thoughtworks CIO ▪ Singapore 100,Unknown,Singapore,jessie-xia,https://www.linkedin.com/in/jessie-xia/,google_browser,85,"Jessie Jie Xia - Thoughtworks CIO ▪ Singapore 100 Jessie Jie Xia - Thoughtworks CIO ▪ Singapore 100 ... LinkedIn · Jessie Jie Xia 6.7K+ followers LinkedIn · Jessie Jie Xia 6.7K+ followers Thoughtworks CIO ▫ Singapore 100 Women in Tech. Thoughtworks. Singapore, Singapore . 7K followers 500+ connections. See your mutual connections. View mutual ... Read more"
Geoff Wade,Top 10 CIO in Pharma 2023. Technology,Unknown,Singapore,geoff-wade,https://www.linkedin.com/in/geoff-wade/,google_browser,85,"Geoff Wade - Top 10 CIO in Pharma 2023. Technology Geoff Wade - Top 10 CIO in Pharma 2023. Technology ... LinkedIn · Geoff Wade 2K+ followers LinkedIn · Geoff Wade 2K+ followers Technology Leadership & Strategy, Digital, Data & Innovation, AI Value Realisation. Singapore, Singapore . 2K followers 500+ connections. See your mutual ... Read more"
Manprit Singh,"Chief Information and digital Officer, AWS",OCBC,Singapore,manprit-singh-24aa2617,https://www.linkedin.com/in/manprit-singh-24aa2617/,ddgs,85,"Manprit Singh - Chief Information and digital Officer, AWS It's evident that Manprit is a seasoned professional with a wealth of experience in the IT-Media Industry. His extensive background in implementing and managing projects, coupled with a commitment to delivering impactful results, showcases a strong leadership and architectural skillset. Moreover, his deep understanding of various business functions across the organization, including regulatory ... Chief Information Digital Officer @ S P Setia | Enterprise AI, Digital Transformation & Corporate Innovation | Building innovation as a repeatable capability | CIO100 ASEAN (5x) · Lokasi: Wilayah Persekutuan Kuala Lumpur · 500+ kenalan di LinkedIn. Lihat profil Alex Chi di LinkedIn, komuniti profesional dengan seramai 1 bilion ahli. I am an experienced IT audit and risk advisory professional within banking and financial… · Experience: O"
Vivek Amarnani,Digital & Technology Director I CIO I,Unilever,Singapore,vivekamarnani,https://www.linkedin.com/in/vivekamarnani/,ddgs,85,"Vivek Amarnani - Digital & Technology Director I CIO I A senior technology and business executive with leadership experience across FMCG, healthcare, and agribusiness, I specialize in enterprise transformation, digital strategy, and technology modernization. I’ve led global and regional initiatives across complex, regulated industries — building and scaling operations, driving innovation, and delivering measurable results in both high-growth ... CDIO, CIO , NED, Trustee and Founder. CIO100 list :2018, 2019, 2020; Passionate about people, data, tech and inclusion. · Experienced CDIO / CIO CIO 100 2018, 2019, 2020 CDIO ; Founder - CIO+1. Winner - Future CIO of the Year 2017; Finalist CIO of the year 2018 Experienced in complex disaggregation, TOM and strategy design , organisational review and restructuring, leading and inspiring ... Nantha Subramanian ""🚀 CDIO, COO |Board Advisory | Drivin"
